id,title,similar_movies,similar_books
0-10193,Toy Story 3,"['0-10193', '0-862', '0-863', '0-350', '0-278', '0-924', '0-1562', '0-4922', '0-8321', '0-425', '0-23823', '0-214']","['1-675', '1-234', '1-441', '1-685', '1-557', '1-282', '1-88']"
0-810,Shrek the Third,"['0-810', '0-10192', '0-809', '0-808', '0-417859', '0-38757', '0-150689', '0-9477', '0-58595', '0-68718', '0-20662', '0-45269']","['1-39', '1-135', '1-667', '1-110', '1-165', '1-620', '1-751']"
0-855,Black Hawk Down,"['0-855', '0-244786', '0-9806', '0-1562', '0-12162', '0-676', '0-2024', '0-7191', '0-87502', '0-17431', '0-10591', '0-52520', '0-853', '0-1771', '0-16869']","['1-239', '1-665', '1-39', '1-222']"
0-8966,Twilight,"['0-8966', '0-671', '0-675', '0-672', '0-767', '0-673', '0-674', '0-8321', '0-36955', '0-559', '0-95']","['1-2', '1-21', '1-24', '1-23', '1-18', '1-27', '1-693', '1-124']"
0-195589,Neighbors,"['0-195589', '0-240832', '0-38', '0-1574', '0-163', '0-411', '0-155', '0-629', '0-272', '0-508', '0-49026', '0-85350']","['1-278', '1-654', '1-196', '1-300', '1-703', '1-136', '1-407']"
0-950,Ice Age: The Meltdown,"['0-950', '0-425', '0-8355', '0-57800', '0-862', '0-4133', '0-14160', '0-80321', '0-74', '0-7518', '0-285783', '0-86834', '0-10193', '0-953']","['1-732', '1-616', '1-132', '1-467', '1-305']"
0-1865,Pirates of the Caribbean: On Stranger Tides,"['0-1865', '0-22', '0-58', '0-285', '0-693', '0-142', '0-276907', '0-694', '0-9335', '0-9479', '0-150540', '0-9806']","['1-124', '1-640', '1-72', '1-142', '1-647', '1-312', '1-28']"
0-597,Titanic,"['0-597', '0-414', '0-348', '0-714', '0-310', '0-813', '0-409', '0-500', '0-857', '0-2978', '0-9340', '0-18']","['1-386', '1-503', '1-371', '1-763', '1-292', '1-410', '1-55']"
0-953,Madagascar,"['0-953', '0-10527', '0-80321', '0-185', '0-165', '0-105', '0-22970', '0-196', '0-44833', '0-23823', '0-1734', '0-5176', '0-3981', '0-4248']","['1-617', '1-173', '1-715', '1-78', '1-653']"
0-80321,Madagascar 3: Europe's Most Wanted,"['0-80321', '0-953', '0-10527', '0-185', '0-23823', '0-44833', '0-1734', '0-7518', '0-5176']","['1-617', '1-173', '1-715', '1-185', '1-46', '1-14', '1-78', '1-45', '1-408', '1-653']"
0-18,The Fifth Element,"['0-18', '0-348', '0-87', '0-817', '0-8078', '0-63', '0-95', '0-679', '0-568', '0-238', '0-1572']","['1-487', '1-503', '1-54', '1-611', '1-168', '1-117', '1-715', '1-161']"
0-49047,Gravity,"['0-49047', '0-76726', '0-70981', '0-9480', '0-8456', '0-671', '0-71672', '0-166424', '0-9738', '0-644', '0-8363', '0-411', '0-161']","['1-628', '1-2', '1-328', '1-288', '1-510', '1-252']"
0-10386,The Iron Giant,"['0-10386', '0-39254', '0-2048', '0-9806', '0-1924', '0-714', '0-601', '0-348', '0-377', '0-679', '0-8077', '0-106', '0-9479', '0-1995']","['1-405', '1-54', '1-335', '1-487', '1-255']"
0-834,Underworld: Evolution,"['0-834', '0-52520', '0-12437', '0-594', '0-9476', '0-948', '0-22804', '0-238', '0-1966', '0-4147', '0-36648', '0-72331', '0-924']","['1-504', '1-424', '1-142', '1-249', '1-252', '1-510']"
0-1571,Live Free or Die Hard,"['0-1571', '0-562', '0-1572', '0-1573', '0-64635', '0-1538', '0-161', '0-10591', '0-76726', '0-7191', '0-411']","['1-36', '1-400', '1-170', '1-123', '1-431', '1-259', '1-376', '1-337']"
0-64688,21 Jump Street,"['0-64688', '0-1771', '0-215', '0-10144', '0-38365', '0-1493', '0-23168', '0-96721', '0-4248']","['1-558', '1-631', '1-197', '1-624', '1-748', '1-724', '1-400', '1-120', '1-107', '1-652']"
0-608,Men in Black II,"['0-608', '0-1250', '0-772', '0-41154', '0-49849', '0-42684', '0-276907', '0-44833', '0-395', '0-214', '0-58', '0-16320', '0-7453', '0-2770']","['1-653', '1-681', '1-167', '1-337', '1-70']"
0-1366,Rocky,"['0-1366', '0-1375', '0-1367', '0-1371', '0-1246', '0-103', '0-745', '0-424', '0-238']","['1-225', '1-284', '1-32', '1-55', '1-386', '1-763', '1-130', '1-66', '1-593', '1-311']"
0-244786,Whiplash,"['0-244786', '0-585', '0-948', '0-1538', '0-782', '0-855', '0-1422', '0-7518', '0-62211', '0-4922', '0-680', '0-253412', '0-71672', '0-118']","['1-703', '1-176', '1-571', '1-591', '1-490']"
0-58,Pirates of the Caribbean: Dead Man's Chest,"['0-58', '0-285', '0-22', '0-1865', '0-142', '0-693', '0-217', '0-694', '0-276907', '0-9335', '0-9479', '0-150540']","['1-124', '1-640', '1-72', '1-312', '1-647', '1-142', '1-28']"
0-180,Minority Report,"['0-180', '0-1995', '0-322', '0-98566', '0-1949', '0-296', '0-37799', '0-163', '0-45612', '0-96721']","['1-761', '1-400', '1-477', '1-188', '1-428', '1-526', '1-98', '1-119', '1-140']"
0-20352,Despicable Me,"['0-20352', '0-8321', '0-74', '0-395992', '0-8960', '0-298', '0-4247', '0-9806', '0-399019', '0-2770', '0-388', '0-82690', '0-36669', '0-23629']","['1-557', '1-88', '1-57', '1-288', '1-326']"
0-184315,Hercules,"['0-184315', '0-11970', '0-57165', '0-18823', '0-297762', '0-2567', '0-34544', '0-298', '0-6466', '0-39254', '0-13053', '0-3131']","['1-428', '1-163', '1-41', '1-39', '1-135', '1-729', '1-175']"
0-1572,Die Hard: With a Vengeance,"['0-1572', '0-562', '0-1573', '0-1571', '0-714', '0-36955', '0-11474', '0-629', '0-311', '0-95', '0-36643', '0-772', '0-117']","['1-309', '1-28', '1-153', '1-51', '1-664', '1-715']"
0-954,Mission: Impossible,"['0-954', '0-956', '0-41733', '0-955', '0-2105', '0-1538', '0-311', '0-6479', '0-162', '0-2770', '0-8273', '0-106', '0-568']","['1-182', '1-137', '1-58', '1-293', '1-463', '1-102']"
0-14160,Up,"['0-14160', '0-10201', '0-388', '0-275', '0-1250', '0-772', '0-8844', '0-2770', '0-950', '0-8355', '0-608', '0-57800', '0-38365']","['1-733', '1-86', '1-616', '1-305', '1-615', '1-344']"
0-13186,Wrong Turn 2: Dead End,"['0-13186', '0-44214', '0-8456', '0-49849', '0-71672', '0-19995', '0-4442', '0-14564', '0-23823', '0-85350', '0-22970']","['1-295', '1-86', '1-232', '1-725', '1-124', '1-757', '1-681', '1-272']"
0-4922,The Curious Case of Benjamin Button,"['0-4922', '0-37247', '0-64682', '0-6637', '0-2059', '0-10193', '0-72331', '0-395992', '0-244786']","['1-5', '1-627', '1-111', '1-259', '1-91', '1-376', '1-46', '1-703', '1-304', '1-604']"
0-70981,Prometheus,"['0-70981', '0-644', '0-348', '0-1903', '0-8247', '0-38050', '0-5876', '0-44833', '0-395', '0-49849', '0-1927', '0-8077', '0-17654', '0-42684', '0-2675', '0-49047', '0-285']","['1-111', '1-693']"
0-607,Men in Black,"['0-607', '0-409', '0-207', '0-87', '0-185', '0-2105', '0-620', '0-583', '0-597', '0-857']","['1-129', '1-736', '1-633', '1-593', '1-265', '1-85', '1-55', '1-237', '1-173']"
0-278927,The Jungle Book,"['0-278927', '0-417859', '0-141', '0-1452', '0-1734', '0-333484', '0-80321', '0-2059', '0-8909', '0-7518']","['1-172', '1-11', '1-52', '1-723', '1-35', '1-345', '1-135', '1-39', '1-165']"
0-348,Alien,"['0-348', '0-8077', '0-679', '0-8078', '0-601', '0-70981', '0-44833', '0-106', '0-95', '0-18', '0-49849', '0-603', '0-42684', '0-568', '0-17654', '0-686', '0-2675']","['1-503', '1-54']"
0-603,The Matrix,"['0-603', '0-604', '0-605', '0-73', '0-348', '0-37165', '0-95', '0-8078', '0-268', '0-568', '0-218']","['1-371', '1-13', '1-400', '1-55', '1-54', '1-503', '1-292', '1-633']"
0-44833,Battleship,"['0-44833', '0-185', '0-953', '0-10527', '0-49849', '0-80321', '0-23823', '0-39513', '0-17654', '0-395', '0-42684', '0-2675', '0-8078', '0-285', '0-348']","['1-617', '1-173', '1-715', '1-340']"
0-285,Pirates of the Caribbean: At World's End,"['0-285', '0-58', '0-22', '0-1865', '0-217', '0-693', '0-142', '0-97020', '0-276907', '0-44833', '0-694']","['1-124', '1-640', '1-482', '1-72', '1-312', '1-647', '1-10', '1-142']"
0-1586,Secret Window,"['0-1586', '0-72105', '0-8321', '0-10527', '0-19913', '0-322', '0-6477', '0-82690', '0-114150', '0-23483', '0-1949']","['1-755', '1-612', '1-665', '1-703', '1-515', '1-660', '1-328', '1-631']"
0-72559,G.I. Joe: Retaliation,"['0-72559', '0-59967', '0-228150', '0-644', '0-72976', '0-68724', '0-87827', '0-62211', '0-508', '0-101299', '0-14836', '0-97630', '0-44833']","['1-516', '1-556', '1-119', '1-167', '1-239', '1-135']"
0-9543,Prince of Persia: The Sands of Time,"['0-9543', '0-36648', '0-652', '0-1966', '0-1271', '0-411', '0-122']","['1-510', '1-39', '1-135', '1-330', '1-91', '1-110', '1-528', '1-188', '1-165', '1-457', '1-486', '1-355']"
0-27576,Salt,"['0-27576', '0-948', '0-41154', '0-6637', '0-834', '0-4147', '0-238', '0-52520', '0-924', '0-2252', '0-557', '0-676']","['1-417', '1-504', '1-725', '1-781', '1-239', '1-340', '1-20']"
0-857,Saving Private Ryan,"['0-857', '0-37834', '0-8456', '0-600', '0-380', '0-792', '0-409', '0-161', '0-28', '0-424', '0-744', '0-755']","['1-628', '1-271', '1-65', '1-288', '1-335', '1-395', '1-158']"
0-10020,Beauty and the Beast,"['0-10020', '0-321612', '0-863', '0-772', '0-762', '0-377', '0-2105', '0-862', '0-597', '0-601']","['1-28', '1-339', '1-311', '1-55', '1-265', '1-85', '1-32', '1-561', '1-321']"
0-11249,Seed of Chucky,"['0-11249', '0-11932', '0-165', '0-924', '0-5255', '0-4247', '0-214', '0-133805', '0-322', '0-2770']","['1-624', '1-168', '1-176', '1-167', '1-436', '1-184', '1-626', '1-111', '1-376']"
0-1771,Captain America: The First Avenger,"['0-1771', '0-64688', '0-10138', '0-792', '0-49529', '0-1724', '0-217', '0-855', '0-12162', '0-534', '0-285', '0-10195', '0-9654']","['1-110', '1-135', '1-370', '1-188', '1-665', '1-39']"
0-166424,Fantastic Four,"['0-166424', '0-9738', '0-2059', '0-6637', '0-3933', '0-27022', '0-1930', '0-8698', '0-557', '0-277', '0-122', '0-411', '0-2454']","['1-176', '1-450', '1-484', '1-88', '1-286', '1-349']"
0-8922,Jeepers Creepers,"['0-8922', '0-64690', '0-591', '0-4108', '0-23823', '0-1250', '0-1930', '0-49018', '0-4638', '0-1402', '0-4247', '0-1949', '0-7518', '0-1562']","['1-90', '1-430', '1-305', '1-124', '1-232']"
0-399019,The Beguiled,"['0-399019', '0-72105', '0-534', '0-296', '0-214', '0-20352', '0-321612', '0-72976', '0-215']","['1-340', '1-325', '1-557', '1-586', '1-488', '1-594', '1-184', '1-132', '1-761', '1-120']"
0-585,"Monsters, Inc.","['0-585', '0-62211', '0-244786', '0-118', '0-4922', '0-215', '0-14836', '0-693', '0-1422']","['1-703', '1-176', '1-137', '1-322', '1-4', '1-571', '1-158', '1-282', '1-463', '1-182']"
0-745,The Sixth Sense,"['0-745', '0-63', '0-782', '0-680', '0-1538', '0-9444', '0-106', '0-694', '0-88', '0-620', '0-4011', '0-409']","['1-703', '1-284', '1-66', '1-64', '1-225', '1-593', '1-72']"
0-155,The Dark Knight,"['0-155', '0-49026', '0-272', '0-414', '0-364', '0-600', '0-415', '0-268', '0-310', '0-1927', '0-74']","['1-455', '1-156', '1-305', '1-310', '1-234', '1-768', '1-150', '1-707']"
0-75612,Oblivion,"['0-75612', '0-674', '0-608', '0-920', '0-5176', '0-7453', '0-49849', '0-74', '0-68724', '0-71672']","['1-288', '1-703', '1-553', '1-330', '1-337', '1-757', '1-2', '1-135', '1-70']"
0-2048,"I, Robot","['0-2048', '0-10386', '0-39254', '0-9806', '0-238', '0-644', '0-296', '0-534', '0-68726', '0-68718', '0-6637', '0-10200', '0-1995']","['1-751', '1-631', '1-400', '1-337', '1-140', '1-123']"
0-12437,Underworld: Rise of the Lycans,"['0-12437', '0-594', '0-834', '0-52520', '0-7220', '0-72331', '0-36586', '0-36648', '0-674', '0-411']","['1-732', '1-527', '1-624', '1-288', '1-135', '1-24', '1-110', '1-56', '1-137']"
0-161,Ocean's Eleven,"['0-161', '0-298', '0-163', '0-8456', '0-36557', '0-17431', '0-9335', '0-34544', '0-9654', '0-4108', '0-27205', '0-857', '0-64690', '0-7191']","['1-628', '1-288', '1-693', '1-179', '1-648']"
0-44943,Battle: Los Angeles,"['0-44943', '0-44833', '0-679', '0-395', '0-49849', '0-1250', '0-17654', '0-2675', '0-42684', '0-534', '0-7191', '0-70981', '0-924', '0-600', '0-1562', '0-87502', '0-855']","['1-628', '1-693']"
0-8587,The Lion King,"['0-8587', '0-11430', '0-95', '0-278', '0-311', '0-11970', '0-8844']","['1-593', '1-161', '1-602', '1-542', '1-641', '1-225', '1-561', '1-155', '1-189', '1-89', '1-577', '1-37']"
0-1573,Die Hard 2,"['0-1573', '0-562', '0-1572', '0-1571', '0-792', '0-813', '0-106', '0-1368', '0-8078', '0-28', '0-744', '0-36955', '0-63', '0-863', '0-409', '0-568', '0-941']","['1-297', '1-664']"
0-310,Bruce Almighty,"['0-310', '0-1927', '0-272', '0-49026', '0-414', '0-1954', '0-155', '0-8363', '0-19995', '0-12', '0-364', '0-322', '0-76726', '0-8960', '0-597']","['1-310', '1-504', '1-370', '1-355']"
0-57800,Ice Age: Continental Drift,"['0-57800', '0-950', '0-425', '0-8355', '0-41733', '0-22', '0-956', '0-1452', '0-285', '0-8619', '0-74', '0-58', '0-80321']","['1-305', '1-616', '1-732', '1-151', '1-182', '1-467']"
0-9340,The Goonies,"['0-9340', '0-87', '0-857', '0-409', '0-348', '0-37135', '0-627', '0-597', '0-89', '0-755']","['1-386', '1-7', '1-292', '1-317', '1-289', '1-793', '1-54', '1-130', '1-730']"
0-8456,Never Back Down,"['0-8456', '0-49849', '0-19995', '0-4442', '0-14564', '0-13186', '0-88', '0-857', '0-39254', '0-1538']","['1-295', '1-86', '1-232', '1-264', '1-725', '1-628', '1-757', '1-612', '1-288']"
0-36557,Casino Royale,"['0-36557', '0-57214', '0-322', '0-10191', '0-298', '0-12162', '0-161', '0-10764', '0-77', '0-36669', '0-20662', '0-7278', '0-41154', '0-9476']","['1-572', '1-575', '1-368', '1-3', '1-616']"
0-162,Edward Scissorhands,"['0-162', '0-587', '0-50619', '0-8681', '0-2105', '0-6947', '0-2770', '0-414', '0-8273', '0-954', '0-772', '0-45269']","['1-52', '1-49', '1-3', '1-58', '1-76', '1-293', '1-56']"
0-22538,Scott Pilgrim vs. the World,"['0-22538', '0-9806', '0-663', '0-755', '0-13885', '0-1584', '0-10591', '0-36669', '0-214', '0-2770', '0-27022', '0-817', '0-508', '0-1927', '0-8321']","['1-434', '1-645', '1-708', '1-304']"
0-920,Cars,"['0-920', '0-49013', '0-196', '0-105', '0-165', '0-9679', '0-75612', '0-38365', '0-36648', '0-508', '0-10555', '0-1948', '0-39513', '0-74']","['1-174', '1-441', '1-784', '1-640', '1-39']"
0-679,Aliens,"['0-679', '0-8077', '0-8078', '0-348', '0-27582', '0-601', '0-44943', '0-395', '0-44833', '0-9487', '0-49849', '0-600', '0-106', '0-95', '0-70981']","['1-503', '1-376', '1-349', '1-54']"
0-6637,National Treasure: Book of Secrets,"['0-6637', '0-2059', '0-166424', '0-9738', '0-27022', '0-1930', '0-8643', '0-557', '0-72331', '0-3933', '0-11836', '0-4922']","['1-123', '1-91', '1-259', '1-376', '1-176', '1-304', '1-732']"
0-616,The Last Samurai,"['0-616', '0-2675', '0-333484', '0-7278', '0-1271', '0-285783', '0-23629', '0-98', '0-2253', '0-9477', '0-652', '0-6947']","['1-431', '1-6', '1-135', '1-389', '1-345', '1-278', '1-666']"
0-63,Twelve Monkeys,"['0-63', '0-745', '0-18', '0-8078', '0-1573', '0-95', '0-409', '0-280', '0-817', '0-686']","['1-487', '1-503', '1-168', '1-335', '1-284', '1-14', '1-13', '1-65', '1-493']"
0-350,The Devil Wears Prada,"['0-350', '0-278', '0-10193', '0-862', '0-924', '0-1562', '0-863', '0-8643', '0-3933', '0-16320', '0-824', '0-6637', '0-14564', '0-41154']","['1-78', '1-675', '1-234', '1-34', '1-57']"
0-62,2001: A Space Odyssey,"['0-62', '0-935']","['1-79', '1-503', '1-375', '1-650', '1-293', '1-5', '1-301', '1-97', '1-518', '1-699', '1-194', '1-718', '1-298', '1-177', '1-83', '1-402', '1-43']"
0-95,Armageddon,"['0-95', '0-671', '0-675', '0-672', '0-36955', '0-767', '0-673', '0-674', '0-8321', '0-37165', '0-8966']","['1-2', '1-21', '1-18', '1-24', '1-23', '1-27', '1-80', '1-693']"
0-497,The Green Mile,"['0-497', '0-39513', '0-72105', '0-534', '0-214', '0-280', '0-296']","['1-488', '1-340', '1-243', '1-126', '1-55', '1-457', '1-325', '1-357', '1-41', '1-175', '1-111', '1-297']"
0-58595,Snow White and the Huntsman,"['0-58595', '0-408', '0-9476', '0-7220', '0-411', '0-49013', '0-4442', '0-2454', '0-810', '0-824', '0-388']","['1-273', '1-20', '1-135', '1-110', '1-142', '1-17', '1-528', '1-165']"
0-663,Saw IV,"['0-663', '0-11917', '0-214', '0-22804', '0-215', '0-72105', '0-1493', '0-534', '0-176', '0-296', '0-22538', '0-297762', '0-787', '0-1593']","['1-340', '1-490', '1-325', '1-488', '1-268']"
0-142,Brokeback Mountain,"['0-142', '0-693', '0-22', '0-58', '0-694', '0-1865', '0-276907', '0-285', '0-9479', '0-9335', '0-150540', '0-602']","['1-124', '1-640', '1-72', '1-647', '1-312', '1-142', '1-28']"
0-9738,Fantastic Four,"['0-9738', '0-166424', '0-2059', '0-6637', '0-3933', '0-27022', '0-1930', '0-8698', '0-557', '0-277', '0-122', '0-411', '0-2454']","['1-176', '1-450', '1-484', '1-286', '1-88', '1-349']"
0-11917,Saw V,"['0-11917', '0-663', '0-22804', '0-214', '0-215', '0-176', '0-36648', '0-36586', '0-8363', '0-8271', '0-388', '0-8247', '0-14564']","['1-486', '1-340', '1-685', '1-91', '1-325', '1-481']"
0-82695,Les Misérables,"['0-82695', '0-9477', '0-27582', '0-282035', '0-6637']","['1-109', '1-696', '1-344', '1-786', '1-723', '1-653', '1-258', '1-784', '1-490', '1-436', '1-383', '1-314', '1-398', '1-615']"
0-87827,Life of Pi,"['0-87827', '0-68724', '0-72976', '0-62211', '0-101299', '0-68718', '0-68726', '0-72559', '0-18785', '0-5255']","['1-45', '1-666', '1-557', '1-104', '1-388', '1-36', '1-733', '1-300', '1-626']"
0-1593,Night at the Museum,"['0-1593', '0-18360', '0-402', '0-3981', '0-64682', '0-663', '0-35019', '0-869']","['1-124', '1-781', '1-757', '1-484', '1-338', '1-214', '1-526', '1-119', '1-370', '1-322', '1-84']"
0-4247,Scary Movie,"['0-4247', '0-4248', '0-8321', '0-74', '0-395992', '0-8960', '0-322', '0-10200', '0-693', '0-7220', '0-1949', '0-2675']","['1-336', '1-57', '1-511', '1-640', '1-86', '1-259', '1-123']"
0-52520,Underworld: Awakening,"['0-52520', '0-834', '0-12437', '0-644', '0-1903', '0-8247', '0-38050', '0-36648', '0-72331', '0-5876', '0-948', '0-206647', '0-36586']","['1-504', '1-111', '1-252', '1-732', '1-527', '1-624']"
0-500,Reservoir Dogs,"['0-500', '0-453', '0-185', '0-856', '0-772', '0-59967']","['1-10', '1-171', '1-43', '1-132', '1-361', '1-37', '1-8', '1-76', '1-738', '1-198', '1-356', '1-540', '1-14']"
0-59967,Looper,"['0-59967', '0-228150', '0-239', '0-72559', '0-644', '0-71672', '0-508', '0-8363', '0-118', '0-500', '0-23629']","['1-516', '1-540', '1-556', '1-703', '1-207', '1-665', '1-64', '1-123']"
0-5876,The Mist,"['0-5876', '0-644', '0-8247', '0-1903', '0-38050', '0-1927', '0-52520', '0-70981', '0-508', '0-5176', '0-924']","['1-111', '1-590', '1-187', '1-683', '1-705', '1-519', '1-241', '1-325']"
0-2059,National Treasure,"['0-2059', '0-6637', '0-166424', '0-9738', '0-6477', '0-27022', '0-1930', '0-557', '0-4922', '0-36648', '0-559', '0-11836']","['1-732', '1-176', '1-88', '1-73', '1-286', '1-349', '1-707']"
0-8355,Ice Age: Dawn of the Dinosaurs,"['0-8355', '0-950', '0-425', '0-57800', '0-14160', '0-644', '0-4133', '0-74', '0-124905', '0-953', '0-85350', '0-10193', '0-11430']","['1-616', '1-84', '1-732', '1-132', '1-305', '1-467']"
0-5176,3:10 to Yuma,"['0-5176', '0-275', '0-185', '0-80321', '0-953', '0-3981', '0-39254', '0-10527', '0-23823', '0-9654']","['1-617', '1-794', '1-321', '1-173', '1-715', '1-68', '1-675', '1-666', '1-325']"
0-14,American Beauty,"['0-14', '0-37135', '0-710', '0-787', '0-88', '0-36643', '0-8844', '0-2105']","['1-43', '1-179', '1-171', '1-627', '1-8', '1-763', '1-265', '1-85', '1-640', '1-317', '1-178']"
0-621,Grease,"['0-621', '0-694', '0-676', '0-73', '0-163', '0-4638', '0-105', '0-165', '0-196', '0-98566', '0-2105', '0-88', '0-207']","['1-72', '1-349', '1-369', '1-85', '1-265', '1-428']"
0-133805,Carrie,"['0-133805', '0-4133', '0-23823', '0-64690', '0-508', '0-161', '0-45612']","['1-237', '1-691', '1-179', '1-582', '1-123', '1-499', '1-708', '1-111', '1-779', '1-685', '1-306', '1-504']"
0-41733,Due Date,"['0-41733', '0-956', '0-954', '0-559', '0-955', '0-1930', '0-557', '0-411', '0-2454', '0-6479', '0-8844', '0-4547', '0-508']","['1-182', '1-328', '1-518', '1-201', '1-310', '1-241']"
0-333484,The Magnificent Seven,"['0-333484', '0-1402', '0-6947', '0-675', '0-671', '0-672', '0-767', '0-4442', '0-673', '0-674', '0-8321']","['1-575', '1-2', '1-21', '1-24', '1-18', '1-23', '1-345', '1-27']"
0-377,A Nightmare on Elm Street,"['0-377', '0-602', '0-11932', '0-6466', '0-10020', '0-948', '0-10386', '0-497', '0-8844', '0-4232', '0-36647']","['1-718', '1-361', '1-621', '1-88', '1-371', '1-245', '1-577', '1-130']"
0-955,Mission: Impossible II,"['0-955', '0-956', '0-954', '0-41733', '0-6479', '0-2024', '0-61791', '0-36648', '0-1562', '0-57800', '0-76163']","['1-182', '1-307', '1-192', '1-665', '1-175', '1-708', '1-543', '1-418']"
0-14564,Rings,"['0-14564', '0-8456', '0-49849', '0-19995', '0-4442', '0-13186', '0-8643', '0-3933', '0-120', '0-88', '0-10591', '0-11615']","['1-295', '1-86', '1-232', '1-725', '1-264', '1-757', '1-612']"
0-824,Moulin Rouge!,"['0-824', '0-1878', '0-150689', '0-350', '0-45269', '0-58595', '0-11036', '0-1375']","['1-34', '1-394', '1-504', '1-384', '1-78', '1-621', '1-418', '1-266', '1-119', '1-620', '1-708']"
0-163,Ocean's Twelve,"['0-163', '0-676', '0-694', '0-621', '0-298', '0-161', '0-4638', '0-73', '0-98566', '0-3131', '0-13223', '0-9679', '0-75656', '0-64690', '0-9654']","['1-72', '1-82', '1-215', '1-617']"
